,Instructor,Department,Stem,Upper Div,Rcmnd Instr,Average Grade Expected,Classes Taught,Enrolled,Study Hrs/Week
585,"Markman, Kristina",Humanitites,False,False,94.3,2.91,1.0,156.0,4.71
586,"Henderson, David Kenneth",Humanitites,False,False,83.5,2.9050000000000002,2.0,180.0,5.34
587,"Caldwell, Michael Alan",Humanitites,False,False,95.85,2.99,2.0,87.0,9.375
588,"Caciola, Nancy A",Humanitites,False,False,94.8,3.11,1.0,268.0,5.99
589,"Chodorow, Stanley A.",Humanitites,False,False,79.35,3.035,2.0,221.0,6.33
590,"Cox, Stephen D.",Humanitites,False,False,93.6,3.15,1.0,301.0,7.09
591,"Walter, Barbara Florence",International Studies,False,True,94.9,3.25,1.0,246.0,6.92
592,"Samstad, James G.",International Studies,False,True,87.5,3.25,2.0,34.0,6.585
593,"Auerbach, Bradford C",International Studies,False,True,97.35,3.495,2.0,41.0,5.640000000000001
594,"Nadkarni, Vidya",International Studies,False,True,100.0,3.29,1.0,20.0,3.93
595,"Samphantharak, Krislert",International Studies,False,True,100.0,3.38,1.0,21.0,6.0
596,"Kshatriya, Krista C",International Studies,False,True,100.0,3.4166666666666665,3.0,60.0,7.2
597,"Gilson, Nancy",International Studies,False,True,94.3,3.323333333333333,3.0,289.0,7.996666666666667
598,"Niehaus, Paul",International Studies,False,True,80.0,2.9,1.0,18.0,9.05
599,"Coyle, James J.",International Studies,False,True,100.0,3.11,1.0,20.0,4.06
600,"Major, Ivan",International Studies,False,True,100.0,3.6,1.0,20.0,5.5
601,"Statler, Kathryn",International Studies,False,True,100.0,3.38,1.0,21.0,8.0
602,"Lettieri, Michael Joseph",International Studies,False,True,93.8,3.0,1.0,18.0,6.13
603,"Vera Cossio, Diego Alejandro",International Studies,False,True,100.0,3.5,1.0,19.0,4.75
604,"Haggard, Stephan M.",International Studies,False,True,95.8,3.35,1.0,233.0,5.99
605,"Herberg, Mikkal E.",International Studies,False,True,100.0,3.63,1.0,17.0,6.5
606,"Simpson, Junko Tokuda",Japanese Studies,False,False,97.62857142857142,3.814285714285714,7.0,156.0,5.2457142857142856
607,"Inada, Minori",Japanese Studies,False,False,99.1125,3.80875,8.0,212.0,5.2475
608,"Maruyama, Rie",Japanese Studies,False,False,95.5375,3.6275000000000004,8.0,189.0,4.6575
609,"Takeda, Izumi",Japanese Studies,False,False,97.07499999999999,3.7399999999999993,8.0,170.0,5.366250000000001
610,"Tipton, Yuko",Japanese Studies,False,False,100.0,3.7960000000000003,5.0,144.0,5.203999999999999
611,"Kamioka, Sachiko",Japanese Studies,False,False,98.225,3.84,4.0,115.0,5.6125
612,"Ross, Kayoko F",Japanese Studies,False,False,98.1875,3.82375,8.0,213.0,4.9325
613,"Iwamoto, Naoki",Japanese Studies,False,False,100.0,3.80875,8.0,211.0,5.678750000000001
614,"Sato, Kyoko",Japanese Studies,False,False,98.6125,3.78,8.0,143.0,4.5687500000000005
615,"McKee, Mayumi Mochizuki",Japanese Studies,False,False,100.0,3.7024999999999997,8.0,155.0,4.055
616,"Shuster, Alana",Judaic Studies,False,False,100.0,3.825,4.0,43.0,3.75
617,"Janusz, Andrew James",Latin American Studies,False,False,94.0,3.16,1.0,94.0,3.7
618,"Styler, William Francis",Linguistics,False,True,100.0,3.67,2.0,238.0,4.1
619,"Garellek, Marc",Linguistics,False,True,99.25,3.4699999999999998,4.0,234.0,4.045
620,"Lott, Margaret S.",Linguistics,False,True,89.5,3.6,2.0,48.0,2.4
621,"Bergen, Leon",Linguistics,False,True,91.5,3.495,4.0,428.0,6.8100000000000005
622,"Kluender, Robert",Linguistics,False,True,95.22500000000001,3.085,8.0,280.0,6.3925
623,"Biswas, Priyanka",Linguistics,False,False,87.93333333333334,3.476666666666667,6.0,784.0,3.42
624,"Alicio, Atilio",Linguistics,False,True,100.0,3.4683333333333324,12.0,200.0,4.276666666666666
625,"Hill, Kimloan T.V.",Linguistics,False,True,98.75,3.7874999999999996,16.0,274.0,3.33
626,"Sadegholvad, Elham",Linguistics,False,True,100.0,3.8400000000000003,18.0,304.0,3.626666666666667
627,"McCollum, Adam Gatlin",Linguistics,False,True,100.0,3.67,2.0,46.0,5.3
628,"Aguilar, Andres Ehecatl",Linguistics,False,False,94.0,3.645,4.0,508.0,3.455
629,"El Cheddadi, Youniss",Linguistics,False,False,100.0,4.0,2.0,26.0,1.5
630,"Matchin, William Gerald",Linguistics,False,True,100.0,3.57,2.0,120.0,3.33
631,"Caballero, Gabriela Hernandez",Linguistics,False,True,93.5,3.63,2.0,146.0,4.88
632,"Caponigro, Ivano",Linguistics,False,True,93.75,3.155,4.0,326.0,4.119999999999999
633,"McIntosh, Justin Daniel",Linguistics,False,True,97.6,3.71,4.0,88.0,6.835000000000001
634,"Wittenberg, Eva H",Linguistics,False,True,90.9,3.5,2.0,98.0,3.54
635,"Bakovic, Eric John",Linguistics,False,True,95.95,3.4299999999999997,4.0,178.0,5.415
636,"Ilkbasaran, Deniz",Linguistics,False,False,95.1,3.22,2.0,270.0,3.37
637,"Kehler, Andrew Scott",Linguistics,False,False,100.0,3.41,2.0,268.0,2.73
638,"Mayberry, Rachel",Linguistics,False,False,85.4,3.28,2.0,270.0,3.12
639,"Sarkar, Sutanu",Mechanical & Aerospace Eng.,True,True,58.6,3.0,1.0,88.0,7.47
640,"Chen, Renkun",Mechanical & Aerospace Eng.,True,True,93.8,3.44,1.0,213.0,6.07
641,"Wang, Qingyang",Mechanical & Aerospace Eng.,True,True,100.0,3.44,1.0,13.0,6.28
642,"Lasheras, Juan C.",Mechanical & Aerospace Eng.,True,True,93.9,3.24,1.0,117.0,7.17
643,"Saintillan, David",Mechanical & Aerospace Eng.,True,True,93.2,2.88,1.0,215.0,8.33
644,"McEneaney, William Michael",Mechanical & Aerospace Eng.,True,True,91.1,3.62,1.0,210.0,6.06
645,"Nomura, Keiko K.",Mechanical & Aerospace Eng.,True,False,85.56666666666666,3.266666666666667,3.0,592.0,8.466666666666667
646,"Pawlak, Geno Ronald",Mechanical & Aerospace Eng.,True,True,77.65,3.415,2.0,114.0,8.52
647,"Bahadori, Mohammad Yousef",Mechanical & Aerospace Eng.,True,False,87.97500000000001,3.02,8.0,448.0,8.633750000000001
648,"Bewley, Thomas R",Mechanical & Aerospace Eng.,True,True,44.0,2.78,1.0,69.0,10.5
649,"Talke, Frank E",Mechanical & Aerospace Eng.,True,True,70.2,3.26,1.0,125.0,10.21
650,"Delson, Nathan Joseph",Mechanical & Aerospace Eng.,True,False,80.75999999999999,3.556,5.0,228.0,10.238
651,"Anderson, Mark Ronald",Mechanical & Aerospace Eng.,True,False,100.0,3.8019999999999996,5.0,362.0,4.290000000000001
652,"McKittrick, Joanna M",Mechanical & Aerospace Eng.,True,False,79.6,3.59,1.0,134.0,5.17
653,"Cai, Shengqiang",Mechanical & Aerospace Eng.,True,False,79.6,3.785,2.0,197.0,3.55
654,"Tolley, Michael Thomas",Mechanical & Aerospace Eng.,True,False,98.0,3.61,2.0,133.0,11.865
655,"Gibson, Carl H.",Mechanical & Aerospace Eng.,True,False,84.3,3.8200000000000003,3.0,206.0,4.81
656,"Pham, Hieu Tan",Mechanical & Aerospace Eng.,True,False,93.53333333333335,3.4333333333333336,3.0,502.0,7.056666666666666
657,"Coimbra, Carlos F.",Mechanical & Aerospace Eng.,True,False,100.0,4.0,2.0,41.0,6.775
658,"Abi Ghanem, Maroun",Mechanical & Aerospace Eng.,True,True,100.0,3.43,1.0,22.0,8.02
659,"Bandaru, Prabhakar",Mechanical & Aerospace Eng.,True,False,83.0,3.25,2.0,102.0,8.32
660,"Ezunkpe, Yawo Semanu",Mechanical & Aerospace Eng.,True,True,84.2,3.21,1.0,46.0,9.13
661,"Li, Mengying",Mechanical & Aerospace Eng.,True,True,97.3,3.43,1.0,42.0,7.83
662,"Carreira Pedro, Hugo T",Mechanical & Aerospace Eng.,True,True,100.0,3.25,1.0,9.0,4.0
663,"Arefiev, Alexey",Mechanical & Aerospace Eng.,True,True,90.6,3.16,1.0,55.0,5.33
664,"Harrington, Steven Merrill",Mechanical & Aerospace Eng.,True,True,100.0,3.4,1.0,13.0,4.9
665,"Tustaniwskyj, Jerry I",Mechanical & Aerospace Eng.,True,True,70.86666666666666,3.44,3.0,97.0,14.656666666666666
666,"Gillett, David S",Mechanical & Aerospace Eng.,True,True,100.0,3.58,1.0,30.0,15.34
667,"Beg, Farhat N.",Mechanical & Aerospace Eng.,True,True,79.2,3.24,1.0,161.0,10.52
668,"Boechler,nicholas Sebastia",Mechanical & Aerospace Eng.,True,True,95.4,3.285,2.0,182.0,8.46
669,"Garay, Javier",Mechanical & Aerospace Eng.,True,False,88.0,3.36,1.0,92.0,14.26
670,"Rangamani, Padmini",Mechanical & Aerospace Eng.,True,False,94.9,3.18,1.0,119.0,8.08
671,"Sanchez, Antonio Luis",Mechanical & Aerospace Eng.,True,True,89.3,3.34,1.0,90.0,8.57
672,"Krasheninnikov, Sergei",Mechanical & Aerospace Eng.,True,True,53.6,3.12,1.0,87.0,3.57
673,"Tynan, George Robert",Mechanical & Aerospace Eng.,True,True,82.0,3.29,1.0,112.0,5.46
674,"Nesterenko, Vitali F",Mechanical & Aerospace Eng.,True,True,62.5,2.82,1.0,134.0,6.76
675,"Cortes, Jorge",Mechanical & Aerospace Eng.,True,True,95.6,3.48,1.0,154.0,7.62
676,"de Callafon, Raymond A",Mechanical & Aerospace Eng.,True,True,62.45,3.225,2.0,352.0,7.8149999999999995
677,"Martinez, Sonia",Mechanical & Aerospace Eng.,True,True,94.4,3.25,1.0,49.0,6.5
678,"Gravish, Nicholas G",Mechanical & Aerospace Eng.,True,True,100.0,3.38,1.0,38.0,7.75
679,"Graeve, Olivia A",Mechanical & Aerospace Eng.,True,True,64.3,3.64,1.0,93.0,4.78
680,"Seshadri, Kalyanasundaram",Mechanical & Aerospace Eng.,True,True,56.3,3.5,1.0,122.0,7.4
681,"Popescu, Cristian D.",Mathematics,True,True,93.43333333333334,3.0833333333333335,3.0,197.0,9.216666666666667
682,"Varma, Ila K",Mathematics,True,True,80.0,2.75,1.0,24.0,6.9
683,"Green, Nathan E",Mathematics,True,True,95.5,3.38,1.0,184.0,6.13
684,"Au, Benson C",Mathematics,True,True,62.55,2.98,2.0,182.0,8.635
685,"Pelayo, Alvaro",Mathematics,True,True,97.33333333333333,2.983333333333333,3.0,173.0,6.903333333333333
686,"Zelmanov, Efim I",Mathematics,True,True,74.5,2.925,2.0,231.0,6.74
687,"Mohammadi, Amir",Mathematics,True,True,77.25,3.2350000000000003,2.0,145.0,9.275
688,"Sorensen, Claus M",Mathematics,True,True,80.89999999999999,3.066666666666667,3.0,214.0,8.166666666666666
689,"Swanson, Joshua P",Mathematics,True,True,80.5,3.1,1.0,84.0,8.23
690,"Knop, Aleksandr",Mathematics,True,False,72.82,3.132,5.0,587.0,6.004
691,"Anzaldo, Leesa B",Mathematics,True,False,96.45,3.275,2.0,274.0,6.28
692,"Novak, Jonathan I",Mathematics,True,False,90.53333333333335,3.3666666666666667,3.0,523.0,7.073333333333333
693,"Bowers, Adam R.",Mathematics,True,False,91.725,3.12,4.0,817.0,5.855
694,"Savvas, Michail",Mathematics,True,False,89.7,3.28,1.0,188.0,5.42
695,"Deotte, Christopher George",Mathematics,True,False,75.15,3.255,2.0,575.0,5.88
696,"De Vleming, Kristin Elizab",Mathematics,True,False,87.8,2.99,1.0,303.0,5.92
697,"Tucker, Henry Jackson",Mathematics,True,False,67.8,3.1366666666666667,3.0,772.0,5.95
698,"Um, Ko Woon",Mathematics,True,False,77.57142857142857,2.9557142857142855,7.0,1421.0,6.0
699,"Quarfoot, David James",Mathematics,True,False,90.10000000000001,2.978571428571428,7.0,1716.0,7.998571428571429
700,"Elgindi, Tarek M",Mathematics,True,True,85.0,3.025,2.0,43.0,9.275
701,"McKernan, James",Mathematics,True,True,80.96666666666667,3.4933333333333336,3.0,55.0,7.703333333333333
702,"Meyer, David A.",Mathematics,True,True,87.55000000000001,3.3150000000000004,4.0,307.0,6.397499999999999
703,"Driver, Bruce K",Mathematics,True,True,94.06666666666666,3.5,3.0,177.0,7.05
704,"Bejenaru, Ioan",Mathematics,True,True,90.5,2.95,1.0,52.0,10.5
705,"Zlatos, Andrej",Mathematics,True,True,96.15,3.21,2.0,43.0,10.23
706,"Wenzl, Hans G",Mathematics,True,False,67.1,3.215,2.0,394.0,7.23
707,"Buskin, Nikolay",Mathematics,True,False,62.224999999999994,3.0575,4.0,483.0,7.2925
708,"Sterbenz, Jacob",Mathematics,True,False,81.06666666666666,3.033333333333333,3.0,286.0,8.44
709,"Rabin, Jeffrey Mark",Mathematics,True,True,98.475,3.29,4.0,179.0,6.49
710,"Wear, Peter Joseph",Mathematics,True,True,51.2,3.2,1.0,129.0,13.48
711,"Cloninger, Alexander",Mathematics,True,False,92.75,3.0774999999999997,4.0,624.0,7.7575
712,"Behzadan, Ali",Mathematics,True,True,98.8,3.7433333333333336,3.0,311.0,7.68
713,"Saab, Rayan",Mathematics,True,True,92.56666666666666,3.33,3.0,397.0,8.83
714,"Cheng, Hsiao-Bing",Mathematics,True,False,78.15,2.995,2.0,400.0,7.68
715,"Eggers, John Dietrich",Mathematics,True,False,77.0,2.9920000000000004,5.0,1001.0,7.640000000000001
716,"Tamam, Nattalie",Mathematics,True,False,35.0,3.19,1.0,183.0,7.24
717,"Zheng, Tianyi",Mathematics,True,True,47.25,3.17,2.0,378.0,7.42
718,"Zhang, Danna",Mathematics,True,True,98.05,3.545,2.0,269.0,8.015
719,"Sam, Steven V",Mathematics,True,True,82.4,2.95,1.0,103.0,8.01
720,"Rhoades, Brendon Patrick",Mathematics,True,True,99.05,3.2800000000000002,2.0,158.0,8.315000000000001
721,"Xu, Lingling",Mathematics,True,False,40.3,3.08,1.0,147.0,5.34
722,"Stapleton, David John",Mathematics,True,False,91.35,3.16,2.0,352.0,7.425
723,"Ciotti, Benjamin",Mathematics,True,False,79.89999999999999,2.85,3.0,450.0,7.9366666666666665
724,"Ferrara, Joseph William",Mathematics,True,False,54.9,3.19,1.0,188.0,7.47
725,"Ben-Ezra, David El-Chai",Mathematics,True,False,90.16666666666667,3.5400000000000005,3.0,688.0,5.5200000000000005
726,"Tesler, Glenn",Mathematics,True,False,85.06666666666666,3.4433333333333334,3.0,581.0,6.233333333333333
727,"Strahl, Perry Robert",Mathematics,True,False,76.83333333333334,3.1544444444444446,9.0,1217.0,6.955555555555556
728,"Dewey, Edward Harold",Mathematics,True,False,67.89999999999999,3.0866666666666664,3.0,367.0,7.579999999999999
729,"Wang, Lujia",Mathematics,True,False,45.8,3.38,2.0,262.0,6.8149999999999995
730,"Hammock, Frances H",Mathematics,True,False,94.1,3.65,1.0,130.0,6.19
731,"Kitsela, Roman",Mathematics,True,False,88.4,3.3499999999999996,2.0,258.0,6.785
732,"Lu, Shaoying",Mathematics,True,False,54.4,3.2,1.0,191.0,6.73
733,"Agler, Jim",Mathematics,True,False,80.0,3.44,1.0,60.0,7.53
734,"Tu, Yucheng",Mathematics,True,False,57.6,3.11,1.0,183.0,4.71
735,"Mirzaei, Mozhgan",Mathematics,True,False,88.2,3.6,2.0,170.0,4.755
736,"Conder, Jonathan Edward",Mathematics,True,False,17.2,2.42,1.0,125.0,5.95
737,"Zhang, Yongjia",Mathematics,True,False,62.0,2.98,1.0,157.0,4.59
738,"Malvenuto, Claudia",Mathematics,True,False,63.0,3.48,2.0,161.0,8.035
739,"Rotar, Vladimir",Mathematics,True,False,87.175,3.2125,4.0,310.0,8.094999999999999
740,"Haff, Leonard R.",Mathematics,True,True,100.0,3.33,1.0,36.0,8.17
741,"Chow, Bennett",Mathematics,True,False,58.416666666666664,3.293333333333333,6.0,658.0,9.021666666666667
742,"Carter, Anne Toulson",Mathematics,True,False,89.89999999999999,3.53,3.0,572.0,9.756666666666668
743,"Thilmany, Francois Etienne Ch",Mathematics,True,True,100.0,3.83,1.0,12.0,11.83
744,"Ceccherini-Silberstein, Tullio",Mathematics,True,False,83.19999999999999,2.5700000000000003,2.0,102.0,7.640000000000001
745,"Verstraete, Jacques Allan",Mathematics,True,True,97.5,3.56,1.0,150.0,8.74
746,"Mohanty, Sara",Mathematics,True,False,78.75,3.25,2.0,133.0,8.325
747,"Kedlaya, Kiran S.",Mathematics,True,True,76.10000000000001,3.39,3.0,234.0,11.600000000000001
748,"Salehi Golsefidy, Alireza",Mathematics,True,True,79.2,2.84,1.0,141.0,9.88
749,"Curry, Sean N",Mathematics,True,False,95.675,3.1525,4.0,591.0,7.5775
750,"Snellman Jr., Robert Allen",Mathematics,True,False,98.375,3.54,4.0,922.0,5.7975
751,"Petkov, Vladislav V",Mathematics,True,False,65.75,3.16,4.0,595.0,6.005000000000001
752,"Licht, Martin W",Mathematics,True,False,56.06666666666666,3.153333333333333,3.0,462.0,6.223333333333334
753,"Aghajani, Mohammadreza",Mathematics,True,False,88.0,3.4066666666666667,3.0,575.0,6.753333333333334
754,"Huynh, Thang L",Mathematics,True,False,75.06666666666666,3.2300000000000004,3.0,569.0,5.786666666666666
755,"Buss, Samuel R",Mathematics,True,True,92.05,3.45,2.0,93.0,10.455
756,"Li, Bo",Mathematics,True,True,100.0,3.69,1.0,39.0,7.12
757,"Nie, Jiawang",Mathematics,True,True,79.4,3.325,2.0,187.0,9.27
758,"Cheng, Li-Tien",Mathematics,True,True,86.25,3.1550000000000002,2.0,219.0,8.350000000000001
759,"Szypowski, Ryan S.",Mathematics,True,False,97.75000000000001,3.4475000000000002,4.0,757.0,5.719999999999999
760,"Fitzsimmons, Patrick J",Mathematics,True,True,65.0,3.02,1.0,215.0,9.53
761,"Zhou, Wenxin",Mathematics,True,False,47.36666666666667,3.3966666666666665,3.0,467.0,6.903333333333333
762,"Bradic, Jelena",Mathematics,True,True,75.83333333333333,3.6033333333333335,3.0,326.0,8.873333333333333
763,"Aamari, Eddie",Mathematics,True,False,68.26666666666667,3.2733333333333334,3.0,413.0,7.476666666666667
764,"Arias-Castro, Ery",Mathematics,True,True,81.3,3.62,1.0,126.0,7.79
765,"Bucur, Alina Ioana",Mathematics,True,True,80.44999999999999,3.705,2.0,303.0,5.135
766,"Charlesworth, Ian L",Mathematics,True,False,42.9,2.7800000000000002,2.0,212.0,8.205
767,"Allen, Grant Warren",Mathematics,True,False,90.45,3.35,2.0,491.0,5.895
768,"Dilts, James Paul",Mathematics,True,False,81.6,3.1399999999999997,2.0,470.0,8.17
769,"Rogalski, Daniel",Mathematics,True,False,96.9,3.855,2.0,43.0,10.825
770,"Ioana, Adrian",Mathematics,True,True,100.0,3.62,1.0,34.0,5.58
771,"Lamel, Bernhard R",Mathematics,True,False,72.8,3.46,1.0,162.0,4.77
772,"Suk, Andrew Hoon",Mathematics,True,True,90.2,3.3,1.0,104.0,6.21
773,"Kemp, Todd Aahron",Mathematics,True,False,95.1,3.13,2.0,428.0,6.64
774,"Kolesnikov, Pavel",Mathematics,True,False,75.95,3.275,2.0,307.0,6.12
775,"Schweinsberg, Jason",Mathematics,True,True,96.6,3.49,1.0,196.0,9.9
776,"Politis, Dimitris",Mathematics,True,True,52.2,3.38,1.0,86.0,7.23
777,"Chang, Edmond Yi-Teh",Making of the Modern World,False,False,93.78571428571429,3.2071428571428577,7.0,1821.0,6.731428571428571
778,"Keller-Lapp, Heidi M.",Making of the Modern World,False,True,87.4,3.3,1.0,203.0,6.33
779,"Palhegyi, Joel David",Making of the Modern World,False,False,85.5,3.35,1.0,167.0,7.95
780,"Frank, Ross H.",Making of the Modern World,False,False,100.0,3.75,1.0,11.0,6.75
781,"Wastal, Carrie King",Muir College,False,False,96.45,3.9,2.0,49.0,1.8849999999999998
782,"Karis, Aleck",Music,False,True,76.15,3.165,2.0,63.0,6.885
783,"Murphy-Mancini, Justin Joseph",Music,False,True,70.0,3.5,1.0,33.0,7.3
784,"Rubio, Juan David",Music,False,False,94.60000000000001,3.5833333333333335,3.0,215.0,3.9433333333333334
785,"Ohnishi, Takae",Music,False,False,100.0,3.9225000000000003,8.0,126.0,2.8200000000000003
786,"Kenyatta, Kamau",Music,False,False,99.8125,3.95625,8.0,259.0,2.165
787,"Nussman, Jonathan Banks",Music,False,False,96.96666666666665,3.6799999999999997,3.0,483.0,4.003333333333334
788,"Hochman, Joshua David",Music,False,False,81.56666666666666,3.4766666666666666,3.0,559.0,3.2133333333333334
789,"Burr, Anthony I",Music,False,False,96.625,3.6475,4.0,793.0,3.5175
790,"Puckette, Miller S.",Music,False,False,72.33333333333333,3.466666666666667,3.0,225.0,4.486666666666667
791,"Hsu, Jennifer Shanchen",Music,False,True,100.0,3.88,1.0,24.0,4.25
792,"Clarino, Christopher Richard",Music,False,False,67.9,3.47,1.0,125.0,3.98
793,"Miller, Caroline Louise",Music,False,False,75.83333333333334,3.7066666666666666,3.0,277.0,2.8166666666666664
794,"Carlson, Erik Norman",Music,False,False,100.0,3.8850000000000002,6.0,126.0,2.5383333333333336
795,"Liang, Lei",Music,False,False,94.45,3.9450000000000003,2.0,26.0,7.3
796,"Digney, Fiona Ruth",Music,False,False,68.2,3.575,2.0,338.0,4.02
797,"Diels, Natacha D.",Music,False,False,89.3,3.56,1.0,134.0,2.61
798,"Larson, Philip Clarion",Music,False,False,99.21111111111111,3.94,9.0,245.0,1.62
799,"Schick, Steven",Music,False,False,94.9,3.9699999999999998,4.0,167.0,1.5825
800,"Kline, Matthew John",Music,False,False,97.63333333333333,4.0,3.0,95.0,2.61
801,"Anderson, Kenneth",Music,False,False,99.53333333333335,3.975,6.0,1390.0,1.2916666666666667
802,"Beauton, James Alan",Music,False,False,100.0,3.983333333333333,3.0,105.0,2.3699999999999997
803,"Seshadri, Kartik",Music,False,False,94.03333333333335,3.985,6.0,273.0,2.92
804,"Curbelo Gonzalez, Elisabet",Music,False,False,100.0,3.67,1.0,22.0,5.17
805,"Aoki Navarro, Fernanda",Music,False,False,66.65,3.585,2.0,26.0,4.234999999999999
806,"Abbasi Hafshejani, Anahita",Music,False,False,100.0,3.93,1.0,30.0,4.13
807,"Garcia-Munoz, Issac",Music,False,False,100.0,4.0,1.0,23.0,1.7
808,"Charney, Joshua Jamsheed",Music,False,False,97.7,3.895,2.0,288.0,2.715
809,"Chodos, Asher Tobin",Music,False,False,71.9,3.6,2.0,47.0,4.4350000000000005
810,"Lytle, Cecil William",Music,False,False,100.0,3.73,2.0,54.0,4.055
811,"Terrazas Perez, Wilfrido D",Music,False,False,98.95,3.925,2.0,134.0,2.545
812,"Cimini, Amy Marie",Music,False,False,73.6,3.49,2.0,216.0,4.73
813,"Haywood, Kevin Matthew",Music,False,True,100.0,3.31,1.0,28.0,6.23
814,"Zyskowski, Colin A",Music,False,True,85.7,3.83,1.0,29.0,5.64
815,"Smyth, Tamara R.",Music,False,True,80.0,3.25,1.0,23.0,4.1
816,"Moellenberg, Todd Michael",Music,False,False,97.55,3.7199999999999998,2.0,148.0,3.245
817,"Guy, Nancy",Music,False,False,91.65,3.87,2.0,134.0,1.825
818,"Steiger, Rand",Music,False,True,100.0,3.67,1.0,5.0,4.5
819,"Stevens, Jane",Music,False,True,60.0,3.67,1.0,12.0,3.7
820,"Nestor, Ryan Douglas",Music,False,False,97.7,3.57,1.0,191.0,2.46
821,"Thorpe, Suzanne",Music,False,False,76.1,3.65,1.0,133.0,2.05
822,"Chen, Zheng",NanoEngineering,True,True,84.0,3.5300000000000002,2.0,149.0,7.16
823,"Powell, Alyssa",NanoEngineering,True,True,100.0,3.645,2.0,98.0,5.79
824,"Russ, Benjamin Edward",NanoEngineering,True,True,79.96666666666665,3.4933333333333336,3.0,306.0,6.22
825,"Zhang, Liangfang",NanoEngineering,True,True,82.8,3.4050000000000002,2.0,96.0,8.535
826,"Chen, Yi",Anthropology,False,True,80.36666666666666,3.2899999999999996,3.0,150.0,6.496666666666667
827,"Horvath, Stephen",Anthropology,False,True,87.8,3.02,1.0,73.0,7.02
828,"Pascal, Tod A",Anthropology,False,True,75.0,3.29,1.0,61.0,7.21
829,"Opatkiewicz, Justin Paul",NanoEngineering,True,True,97.0,3.3274999999999997,4.0,272.0,7.942499999999999
830,"Safari, Iman",NanoEngineering,True,True,76.65,3.165,2.0,73.0,9.475000000000001
831,"Talbot, Jan B",NanoEngineering,True,True,55.400000000000006,3.6,2.0,208.0,5.275
832,"Chen, Shaochen",Anthropology,False,True,87.5,3.81,1.0,43.0,2.63
833,"Tao, Andrea Rae",Anthropology,False,True,71.4,3.38,1.0,24.0,8.25
834,"Sirbuly, Donald",Anthropology,False,True,100.0,3.6,1.0,18.0,5.3
835,"Meng, Y.Shirley",Anthropology,False,True,100.0,3.5,1.0,41.0,5.41
836,"Liu, Ping",NanoEngineering,True,True,85.4,3.19,1.0,69.0,8.83
837,"Luo, Jian",Anthropology,False,False,85.4,3.75,2.0,26.0,1.0
838,"Cubukcu, Ertugrul",Anthropology,False,True,95.0,3.4850000000000003,2.0,85.0,6.9
839,"Fenning, David",Anthropology,False,True,77.8,3.06,1.0,47.0,6.82
840,"Meyers, Marc",Anthropology,False,True,62.5,3.13,1.0,15.0,6.5
841,"Sher, Gila",History,False,False,87.5,3.505,2.0,80.0,2.7
842,"Grush, Rick Scott",History,False,False,96.55000000000001,3.2825,4.0,774.0,4.9975
843,"Anagnostopoulos, G. H.",History,False,False,91.39999999999999,3.3666666666666667,3.0,132.0,4.096666666666667
844,"McKenzie, Kerry V.",History,False,False,95.55,3.325,2.0,114.0,4.355
845,"Lamey, Andy M.",History,False,False,98.15714285714286,3.2457142857142856,7.0,569.0,5.272857142857143
846,"Carr, Jennifer Rose",History,False,False,93.25,3.36,2.0,208.0,4.96
847,"Fulkerson, Matthew Todd",History,False,True,90.89999999999999,3.4466666666666668,3.0,111.0,4.3966666666666665
848,"Nelkin, Dana Kay",History,False,False,94.60000000000001,3.3166666666666664,3.0,90.0,5.543333333333333
849,"Callender, Craig Adam",History,False,True,92.85,3.255,2.0,66.0,5.355
850,"Arneson, Richard J.",History,False,False,67.93333333333334,2.8966666666666665,3.0,389.0,5.8
851,"Wonderly, Monique L.",History,False,True,100.0,3.6,1.0,37.0,4.37
852,"Speitel, Sebastian Georg Wern",History,False,False,100.0,3.67,1.0,28.0,7.5
853,"Joyce, Kathryn Elizabeth",History,False,True,100.0,2.8,1.0,16.0,4.5
854,"Martin, Noel B",History,False,True,100.0,3.4,1.0,32.0,7.3
855,"Bazargan-Forward, Saba",History,False,False,96.5,3.215,4.0,431.0,5.1
856,"Winning, Richard Jason",History,False,False,75.0,3.57,1.0,35.0,5.25
857,"Tracz, Robert Brian",History,False,False,100.0,3.0,1.0,20.0,4.17
858,"Knutzen, Jonathan",History,False,True,100.0,3.14,1.0,33.0,4.75
859,"Stringer, Ryan Matthew",History,False,False,100.0,3.24,1.0,96.0,7.38
860,"Rutherford, Donald Paul",History,False,False,100.0,3.1733333333333333,3.0,103.0,4.033333333333333
861,"Hardimon, Michael O.",History,False,False,85.10000000000001,3.236666666666667,3.0,89.0,3.65
862,"Cohen, Jonathan David",History,False,False,77.44999999999999,3.465,2.0,110.0,2.99
863,"Brandt, Reuven A",History,False,False,96.35,3.295,2.0,172.0,4.085
864,"Allais, Lucy L.",History,False,True,100.0,3.33,1.0,64.0,3.72
865,"Greene, Blythe Anastasia",History,False,True,92.3,3.55,1.0,32.0,4.65
866,"Dougherty II, John Edward",History,False,False,87.1,3.6,1.0,69.0,3.69
867,"Santorio, Paolo",History,False,True,96.0,3.38,1.0,28.0,4.82
868,"Brink, David O.",History,False,True,100.0,3.67,1.0,33.0,2.93
869,"Cartwright, Nancy D.",History,False,True,68.4,3.61,1.0,37.0,5.45
870,"Doppelt, Gerald D.",History,False,False,45.8,3.16,1.0,174.0,4.43
